token,frequency,pos
pete,2,NN
clark,2,NN
redo,2,NN
winchester,2,NN
swirlz,2,NN
chagrin,2,NN
sauce,2,NN
inevitably,2,RB
mood,2,NN
howe,2,NN
fought,2,NN
needing,2,VBG
lightyear,2,NN
viva,2,NN
separately,2,RB
hankering,2,VBG
cafe,2,NN
tossed,2,VBN
matches,2,NNS
goofed,2,NN
heroes,2,NNS
resist,2,NN
devastation,2,NN
debut,2,NN
sarah,1,NN
collectibles,1,NNS
glenn,1,NN
travesty,1,NN
knight,1,NN
overwhelmingly,1,RB
elkhart,1,NN
silver,1,NN
oversmurfing,1,VBG
scheduled,1,VBN
chap,1,NN
pleasssssseeee,1,NN
tube,1,NN
enclosed,1,VBN
awareness,1,NN
nirvana,1,NNS
leanna,1,NN
misty,1,NN
dominate,1,NN
bittersweet,1,NN
substituting,1,VBG
perspective,1,NN
annual,1,JJ
origina,1,NN
stax,1,NN
thrilling,1,VBG
alternating,1,VBG
ceraeal,1,NN
harken,1,NN
subscribe,1,NN
hydrox,1,NN
jane,1,NN
bases,1,NNS
halted,1,VBN
solved,1,VBN
responding,1,VBG
meridian,1,NN
uggg,1,NN
nervous,1,JJ
definetely,1,RB
entries,1,NNS
couch,1,NN
crtrubey,1,NN
tracks,1,NNS
expession,1,NN
ammount,1,NN
divider,1,NN
leoskyboot,1,NN
bord,1,NN
deviders,1,NNS
envision,1,NN
inden,1,NN
michgian,1,NN
nes,1,NNS
merril,1,NN
waxes,1,NNS
tp,1,NN
bowe,1,NN
salivate,1,NN
arrows,1,NNS
hade,1,NN
ronald,1,NN
allan,1,NN
kidnapping,1,NN
mysteriously,1,RB
puffier,1,NN
fresheners,1,NNS
smurfed,1,NN
hannah,1,NN
rename,1,NN
implore,1,NN
hellooo,1,NN
barbera,1,NN
sublimesting,1,VBG
recipie,1,NN
runts,1,NNS
fervently,1,RB
repeating,1,VBG
raisen,1,NN
gargamel,1,NN
azrael,1,NN
smurftastic,1,JJ
dangerous,1,JJ
innocence,1,NN
breed,1,NN
easting,1,VBG
lawyers,1,NNS
tangled,1,VBN
omgosh,1,NN
souvenir,1,NN
steel,1,NN
simulate,1,NN
artificially,1,RB
fells,1,NNS
spain,1,NN
indoors,1,NNS
bojangles,1,NNS
considerable,1,JJ
preferences,1,NNS
yeesh,1,NN
enjoyment,1,NN
dictates,1,NNS
calisthenics,1,NNS
predecessor,1,NN
unsuccessful,1,JJ
unlock,1,NN
hop,1,NN
guaranteed,1,NN
poop,1,NN
wool,1,NN
gals,1,NNS
pauline,1,NN
lil,1,NN
ewwwww,1,NN
bogart,1,NN
bliss,1,NN
shineing,1,VBG
politics,1,NNS
notification,1,NN
russia,1,NN
veneered,1,VBN
doomed,1,VBN
recreation,1,NN
majestic,1,JJ
kiddo,1,NN
toooo,1,NN
advent,1,NN
billboard,1,NN
nuffin,1,NN
bullied,1,VBN
rin,1,NN
naked,1,JJ
rectified,1,VBN
cooling,1,VBG
antennae,1,NN
alaska,1,NN
puree,1,NN
wifey,1,NN
soured,1,VBN
superman,1,NN
hornet,1,NN
petitioning,1,VBG
feminist,1,NN
maltose,1,NN
targeted,1,VBN
dads,1,NNS
includes,1,VBZ
testament,1,NN
inscription,1,NN
invest,1,NN
pleaseeeeee,1,NN
aye,1,NN
crapola,1,NN
mmmmmmmm,1,NN
nitwits,1,NNS
agents,1,NNS
barbie,1,NN
frigid,1,NN
topper,1,NN
glories,1,NNS
stared,1,VBN
downstairs,1,NNS
mixer,1,NN
premiered,1,VBN
zo,1,NN
brinks,1,NNS
viewers,1,NNS
falk,1,NN
boyle,1,NN
washing,1,VBG
lively,1,RB
intense,1,NN
infused,1,VBN
giants,1,NNS
completed,1,VBN
batteries,1,NNS
energizer,1,NN
timer,1,NN
primarily,1,RB
reboot,1,NN
whittney,1,NN
darrow,1,NN
yorker,1,NN
tbsp,1,NN
nectar,1,NN
upscaled,1,JJ
greens,1,NNS
foray,1,NN
agave,1,NN
supplemented,1,VBN
standpoint,1,NN
dressed,1,VBN
claus,1,NN
tout,1,NN
remark,1,NN
jam,1,NN
klotz,1,NN
porkchop,1,NN
funnie,1,NN
doug,1,NN
unsinkable,1,JJ
goodwitch,1,NN
gabriel,1,NN
shipments,1,NNS
announcement,1,NN
monroeville,1,NN
tagline,1,NN
diverticulosis,1,NN
altoona,1,NN
airplanes,1,NNS
jumped,1,NN
cinn,1,NN
upholstered,1,JJ
grad,1,NN
sex,1,NN
hundred,1,VBN
aww,1,NN
characteristics,1,NNS
ramp,1,NN
dumfries,1,NNS
typing,1,VBG
dentist,1,NN
models,1,NNS
sings,1,NNS
resemblance,1,NN
affair,1,NN
silent,1,NN
winding,1,VBG
afforded,1,VBD
beardoc,1,NN
wheels,1,NNS
poison,1,NN
swift,1,NN
waz,1,NN
ford,1,NN
bible,1,JJ
lyn,1,NN
krazy,1,NN
trademarks,1,NNS
disorder,1,NN
fayetteville,1,NN
traumatic,1,JJ
ptcdd,1,NN
overeat,1,NN
ellenwood,1,NN
jellyfish,1,NN
goof,1,NN
answering,1,VBG
bbss,1,NN
aarp,1,NN
licensing,1,NN
bragging,1,NN
regaled,1,VBN
uninitiated,1,JJ
chum,1,NN
genie,1,NN
reasoning,1,VBG
climb,1,NN
pneumatic,1,JJ
stockpilers,1,NNS
automatic,1,JJ
recovered,1,VBN
conveying,1,VBG
baffling,1,NN
dvd,1,NN
goodie,1,NN
oldie,1,NN
inventing,1,VBG
camero,1,NN
mushed,1,VBN
engineers,1,NNS
sbc,1,NN
throngs,1,NNS
smurfuriffic,1,NN
smuts,1,NNS
ecstasy,1,NN
rebrand,1,NN
obnoxious,1,JJ
labor,1,NN
unrivaled,1,JJ
grieve,1,NN
sheer,1,NN
intangible,1,JJ
occurs,1,NNS
demographics,1,NNS
barfing,1,NN
mallow,1,NN
hazard,1,NN
deemed,1,VBN
banishment,1,NN
seeking,1,VBG
systems,1,NNS
hopsalot,1,NN
baloney,1,NN
caved,1,VBN
pasteurized,1,VBN
yeeeessss,1,NN
writer,1,NN
testimonies,1,NNS
remaking,1,VBG
doubted,1,VBN
puleeeze,1,NN
timers,1,NNS
assertion,1,NN
confusion,1,NN
avoided,1,VBD
adulterated,1,VBN
fret,1,NN
belong,1,NN
krumble,1,JJ
lookout,1,NN
expressing,1,VBG
pooof,1,NN
yee,1,NN
lololol,1,NN
offensively,1,RB
obnoxiously,1,RB
publish,1,NN
copied,1,VBN
apricot,1,NN
bucket,1,NN
lifeblood,1,NN
materials,1,NNS
tootie,1,NN
pallets,1,NNS
twinkles,1,NNS
moses,1,NNS
stumbled,1,VBN
ord,1,NN
epitome,1,NN
sprangles,1,NNS
ambitious,1,JJ
loud,1,NN
disapproval,1,NN
criticized,1,VBN
spangle,1,NN
blenders,1,NNS
agrees,1,NNS
harvey,1,NN
declining,1,VBG
waycross,1,NN
rushed,1,VBN
revert,1,NN
inexplicable,1,JJ
katy,1,NN
largely,1,RB
entirety,1,NN
presently,1,RB
mutterings,1,NNS
stix,1,NN
fisfar,1,NN
viet,1,NN
lore,1,NN
nav,1,NN
moistened,1,VBN
dagnabbit,1,NN
organize,1,VB
trashy,1,NN
firing,1,VBG
heartened,1,VBN
cries,1,NNS
loser,1,NN
testures,1,NNS
quarter,1,NN
dieted,1,VBN
headquarters,1,NNS
inaudible,1,JJ
fab,1,NN
hears,1,NNS
yhe,1,NN
pares,1,NNS
flint,1,NN
hubands,1,NNS
rpx,1,NN
tickle,1,NN
notepad,1,NN
marker,1,NN
revealing,1,VBG
occurred,1,VBD
pen,1,VB
invisible,1,JJ
repro,1,NN
allllllll,1,NN
arlington,1,NN
damage,1,NN
alarm,1,NN
cerial,1,NN
verizon,1,NN
legendaries,1,NNS
yah,1,NN
notices,1,NNS
locating,1,VBG
om,1,NN
las,1,NNS
vegas,1,NN
xdddd,1,NN
leg,1,NN
wallets,1,NNS
carts,1,NNS
trolleys,1,NNS
buggy,1,NN
kits,1,NNS
speed,1,NN
remote,1,NN
wray,1,NN
cuased,1,VBN
scope,1,NN
healthwise,1,NN
watered,1,VBD
examine,1,NN
brains,1,NNS
patent,1,NN
jillion,1,NN
steal,1,NN
tragically,1,RB
gigi,1,NN
tier,1,NN
grinder,1,NN
ngl,1,NN
costing,1,VBG
stephens,1,NNS
incident,1,NN
noun,1,NN
episodes,1,NNS
astounded,1,VBD
plural,1,JJ
rrrrooooaarr,1,NN
singular,1,NN
grits,1,NNS
yettru,1,NN
krinkle,1,NN
carl,1,NN
boyhood,1,NN
relocate,1,NN
pre,1,NN
clone,1,NN
cole,1,NN
gerri,1,NN
selective,1,NN
fu,1,NN
panda,1,NN
loop,1,NN
lindsay,1,NN
stereoview,1,NN
concepts,1,NNS
convey,1,NN
ginger,1,NN
krinkled,1,VBN
football,1,NN
fairy,1,NN
laughter,1,NN
caucasian,1,NN
slammin,1,NN
pup,1,NN
raps,1,NNS
manifold,1,NN
awoke,1,NN
tweaks,1,NNS
traveling,1,VBG
toppings,1,NNS
boiler,1,NN
fixed,1,VBN
pendleton,1,NN
forged,1,VBN
beatrice,1,NN
rachel,1,NN
mailing,1,VBG
ojai,1,NN
rahilly,1,RB
tatefully,1,RB
ventura,1,NN
hwy,1,NN
chefhorseman,1,NN
absolutly,1,RB
reesies,1,NNS
yuuummmmmmyyyy,1,NN
penaut,1,NN
vender,1,NN
halts,1,NNS
revolved,1,VBN
textures,1,NNS
nh,1,NN
barking,1,NN
thankyou,1,NN
bombay,1,NN
bernard,1,NN
colonel,1,NN
crittendon,1,NN
hogan,1,NN
parallel,1,NN
assumption,1,NN
taper,1,NN
unequivocally,1,RB
dunkin,1,NN
digested,1,VBN
developing,1,VBG
persuasion,1,NN
hs,1,NN
broom,1,NN
distinctively,1,RB
und,1,NN
mitteleurope,1,NN
enen,1,NN
rhyme,1,NN
brogue,1,NN
thanksgiving,1,VBG
distracted,1,VBN
wave,1,NN
verde,1,NN
river,1,NN
specials,1,NNS
saddle,1,NN
splurge,1,NN
excessive,1,JJ
fantasize,1,NN
caloric,1,NN
girly,1,RB
anacks,1,NNS
saucer,1,NN
brainwash,1,NN
remarketed,1,VBN
lenient,1,NN
cosmic,1,NN
craklin,1,NN
sweets,1,NNS
natures,1,NNS
clouder,1,NN
capital,1,NN
kite,1,NN
astounding,1,VBG
tara,1,NN
disheartening,1,VBG
files,1,NNS
frisbee,1,NN
magnesia,1,NN
related,1,JJ
linzess,1,NN
eminently,1,RB
textured,1,VBN
procedures,1,NNS
rendering,1,VBG
id,1,NN
notified,1,VBN
tender,1,NN
opting,1,VBG
clerks,1,NNS
seeming,1,VBG
hyper,1,NN
hvae,1,NN
rebranding,1,VBG
attune,1,NN
disliked,1,NNS
westheimer,1,NN
weslayan,1,NN
smiter,1,NN
smite,1,NN
tap,1,NN
deliberately,1,RB
assured,1,VBN
cuba,1,NN
branson,1,NN
salmonella,1,NN
recalled,1,VBN
compass,1,NN
intolerance,1,NN
harold,1,NN
hebatistejr,1,NN
wth,1,NN
granddaughters,1,NNS
suzanna,1,NN
metroplex,1,NN
brung,1,NN
haunting,1,VBG
digress,1,NN
catching,1,VBG
glimpse,1,NN
pikachu,1,NN
commentator,1,NN
discouraged,1,VBN
loc,1,NN
withhold,1,NN
consequences,1,NNS
reunite,1,NN
resold,1,NN
vp,1,NN
pills,1,NNS
amazes,1,NNS
reliable,1,JJ
roads,1,NNS
graveyards,1,NNS
crumbs,1,NNS
sufficient,1,NN
faced,1,VBN
contemplating,1,VBG
overwhelmed,1,JJ
ridiculously,1,RB
sledding,1,VBG
moist,1,NN
behaviorist,1,NN
variant,1,NN
bf,1,NN
mg,1,NN
cough,1,NN
fields,1,NNS
sheep,1,NN
shearings,1,NNS
cathead,1,NN
virtually,1,RB
pertained,1,VBN
wallpaper,1,NN
resembling,1,VBG
indian,1,JJ
smackers,1,NNS
faucet,1,NN
draining,1,VBG
inserts,1,NNS
separating,1,VBG
disabled,1,JJ
joined,1,VBD
village,1,NN
copies,1,NNS
maritimes,1,NNS
nashua,1,NN
fitchburg,1,NN
devens,1,NNS
ft,1,NN
feet,1,NNS
avenue,1,NN
madison,1,NN
onions,1,NNS
peppers,1,NNS
chia,1,NN
torch,1,NN
yikes,1,NNS
pinch,1,NN
ginsberg,1,NN
somerset,1,NN
marysville,1,NN
alarmed,1,JJ
woah,1,NN
spokane,1,NN
cruised,1,VBN
veteran,1,NN
oranges,1,NNS
knocked,1,VBN
peru,1,NN
preacher,1,NN
cellophane,1,NN
sylvester,1,NN
initial,1,JJ
shelve,1,NN
mall,1,NN
researchers,1,NNS
lassoing,1,VBG
realizing,1,VBG
speaks,1,NNS
cryogenned,1,VBN
stan,1,NN
drained,1,VBN
cattle,1,NNS
scavenged,1,VBN
herding,1,VBG
qfc,1,NN
crushing,1,VBG
dumping,1,VBG
blunder,1,NN
absorb,1,NN
halve,1,NN
rawhide,1,NN
lather,1,NN
cbs,1,NN
dreamsicle,1,NN
broiler,1,NN
ojs,1,NN
nephews,1,NNS
glasses,1,NNS
grind,1,NN
associate,1,NN
karen,1,NNS
moriarty,1,NN
lay,1,NN
respectful,1,NN
nicko,1,NN
shreaded,1,VBD
yell,1,NN
cheyenne,1,NN
polly,1,RB
dickandvicki,1,NN
fudge,1,NN
gibson,1,NN
welch,1,NN
bicester,1,NN
stone,1,NN
adjacent,1,NN
hooey,1,NN
avrett,1,NN
nanamonteau,1,NN
geese,1,JJ
column,1,NN
anniversary,1,NN
begun,1,VBN
gahanna,1,NN
srink,1,NN
sredded,1,VBD
rc,1,NN
communities,1,NNS
gary,1,NN
donough,1,NN
mc,1,NN
rapidly,1,RB
chowing,1,VBG
press,1,NN
reluctant,1,NN
mucked,1,NNS
comfy,1,NN
christophers,1,NNS
snowy,1,NN
untarnished,1,JJ
dhumby,1,NN
ham,1,NN
wwii,1,NN
foodlion,1,NN
annapolis,1,NNS
fragrance,1,NN
cheesecake,1,NN
hills,1,NNS
wintry,1,NN
flight,1,NN
dupe,1,NN
stolen,1,VBN
darned,1,VBN
sleeping,1,VBG
remedy,1,NN
lancaster,1,NN
judireez,1,NN
rely,1,RB
flipping,1,VBG
monteau,1,NN
holly,1,RB
shocking,1,VBG
awkward,1,NN
gained,1,VBN
boxful,1,NN
slippers,1,NNS
slope,1,NN
nerf,1,NN
jonesing,1,NN
swipe,1,NN
pledge,1,NN
responsive,1,NN
believable,1,JJ
heidi,1,NN
caricatures,1,NNS
possibilities,1,NNS
spider,1,NN
cultivate,1,NN
counties,1,NNS
confused,1,VBN
mustache,1,NN
brainer,1,NN
noooooothing,1,VBG
hibernate,1,NN
liz,1,NN
rounded,1,VBN
beard,1,NN
flattened,1,VBN
cliff,1,NN
hoopla,1,NN
heavier,1,NN
carmelized,1,VBN
barberra,1,NN
nancy,1,NN
wooden,1,NN
upstaged,1,JJ
philippines,1,NNS
depiction,1,NN
atop,1,NN
sunshine,1,NN
cafeteria,1,NNS
race,1,NN
prime,1,NN
congress,1,NN
deveau,1,NN
turbo,1,NN
chinaboy,1,NN
icing,1,VBG
whitish,1,NN
oldsters,1,NNS
marbles,1,NNS
asians,1,NNS
taffy,1,NN
preparing,1,VBG
translucent,1,NN
participated,1,VBD
sober,1,NN
baaaaaaack,1,NN
sacred,1,VBN
moisture,1,NN
appreciative,1,JJ
earnest,1,NN
boom,1,NN
hearted,1,VBN
bonomo,1,NN
tablet,1,NN
sponsor,1,NN
unemployed,1,JJ
charged,1,VBN
cruz,1,NN
linketts,1,NN
slept,1,NN
riding,1,VBG
faces,1,VBZ
bikes,1,NNS
outta,1,NN
utilize,1,VB
wheetabits,1,NNS
msg,1,NN
castle,1,NN
parade,1,NN
adm,1,NN
agribusiness,1,NN
tastebuds,1,NNS
vegeburger,1,NN
delta,1,NN
grempop,1,NN
baylor,1,NN
yelling,1,VBG
camera,1,NN
micky,1,NN
hal,1,NN
pressed,1,VBN
liar,1,NN
downfall,1,NN
shudder,1,NN
whould,1,NN
chrispy,1,NN
outseat,1,NN
obituary,1,JJ
holes,1,NNS
rebox,1,NN
tech,1,NN
synthetics,1,NNS
gentile,1,NN
warrior,1,NN
memeory,1,NN
skipjack,1,NN
submarine,1,NN
missile,1,NN
highland,1,NN
caring,1,VBG
brawny,1,NN
gushing,1,VBG
compound,1,NN
turnin,1,NN
sda,1,NN
tossin,1,NN
compressed,1,VBN
cincinnati,1,NN
litchfield,1,NN
summered,1,VBN
calif,1,NN
fenders,1,NNS
enneth,1,NNS
tis,1,NN
weatabix,1,NN
seventh,1,NN
adventist,1,NN
bernardino,1,NN
gouge,1,NN
weet,1,NN
gouged,1,VBN
amish,1,JJ
practice,1,NN
medly,1,RB
tampa,1,NN
gen,1,NN
oaties,1,NNS
whiz,1,NN
upgrade,1,NN
medicine,1,NN
relieved,1,VBN
phew,1,NN
offspring,1,VBG
integral,1,JJ
fiancé,1,NN
depends,1,NNS
listens,1,NNS
labeling,1,VBG
modest,1,JJ
sweeeet,1,NN
tampering,1,VBG
comparing,1,VBG
creel,1,NN
vee,1,NN
hy,1,NN
connoisseur,1,NN
crowd,1,NN
hopeful,1,NN
summed,1,VBN
nashville,1,NN
rykin,1,NN
undertones,1,NNS
xer,1,NN
swim,1,NN
photographer,1,NN
tj,1,NN
stricter,1,NN
associates,1,NNS
compadres,1,NNS
annette,1,NN
pfof,1,NN
licenses,1,NNS
pulling,1,VBG
diseases,1,NNS
lettering,1,VBG
turkey,1,NN
spelled,1,VBN
alphabet,1,NN
cure,1,NN
boxcar,1,NN
disdainful,1,NN
slumber,1,NN
modernize,1,VB
plymouth,1,NN
configurations,1,NNS
warrant,1,NN
perform,1,NN
sport,1,NN
decitful,1,NN
cheating,1,VBG
neil,1,NN
uuugh,1,IN
retirement,1,NN
heritage,1,NN
aresu,1,NN
refreshing,1,VBG
wives,1,NNS
despise,1,NN
oils,1,NNS
giddyup,1,NN
owens,1,NNS
wheatina,1,NN
seed,1,NN
firefly,1,NN
providers,1,NNS
combining,1,VBG
kay,1,NN
murmur,1,NN
setup,1,NN
yummm,1,NN
showtime,1,NN
hots,1,NNS
gwanma,1,NN
questions,1,NNS
lucas,1,NN
germade,1,NN
phasing,1,VBG
notorious,1,JJ
abdullah,1,NN
battling,1,NN
morgan,1,NN
equaled,1,VBN
rear,1,NN
wests,1,NNS
favorable,1,JJ
constant,1,JJ
wham,1,NN
griddle,1,NN
wagon,1,NN
heartfelt,1,NN
displays,1,NNS
irresistable,1,JJ
marshall,1,NN
propellers,1,NNS
hil,1,NN
knocking,1,VBG
terre,1,NN
haute,1,NN
russians,1,NNS
administrations,1,NNS
carter,1,NN
pweeeeeze,1,NN
bennet,1,NN
bc,1,NN
superstore,1,NN
parrot,1,NN
stringing,1,VBG
neurons,1,NNS
necklaces,1,NNS
postsynaptic,1,JJ
excite,1,NN
glutamate,1,NN
marriage,1,NN
grinding,1,VBG
uncooked,1,JJ
surreptitiously,1,RB
speculated,1,VBN
spoonfuls,1,NN
cynically,1,RB
feeding,1,VBG
bloated,1,VBN
mjkins,1,NNS
laws,1,NNS
boast,1,NN
sambos,1,NNS
dating,1,VBG
unfairly,1,RB
downside,1,NN
superfluous,1,JJ
default,1,NN
lingered,1,VBN
scummy,1,NN
uneasy,1,JJ
gel,1,NN
flesh,1,NN
memorably,1,RB
bond,1,NN
elaine,1,NN
measures,1,NNS
restaurants,1,NNS
disclose,1,VB
git,1,NN
eeyore,1,NN
preceding,1,VBG
proposed,1,VBN
hubba,1,NN
airport,1,NN
rips,1,NNS
herbaderbin,1,NN
grannies,1,NNS
nanas,1,NNS
loudoun,1,NN
maggi,1,NN
sullivan,1,NN
princeton,1,NN
joints,1,NNS
cellar,1,NN
fofs,1,NN
distributing,1,VBG
violated,1,VBN
wednesday,1,NN
tuesday,1,NN
fibre,1,NN
rollover,1,NN
offset,1,NN
carb,1,NN
visitor,1,NN
ayrup,1,NN
giveaway,1,NN
disbelief,1,NN
yj,1,NN
johnny,1,NN
nightmare,1,NN
building,1,NN
rack,1,NN
misfit,1,NN
emptied,1,VBN
preferably,1,RB
especial,1,JJ
goofballs,1,NNS
mug,1,NN
moneymaker,1,NN
bebesmommy,1,NN
wafflelos,1,NN
flashbacks,1,NNS
adhesive,1,JJ
mildly,1,RB
dishwasher,1,NN
risen,1,NN
reids,1,NNS
snatched,1,VBN
pleeeze,1,NN
nevada,1,NN
spencrport,1,NN
dearborn,1,NN
thinner,1,NN
leaf,1,NN
reater,1,NN
crisis,1,NN
grrr,1,NN
outlived,1,VBN
zincy,1,NN
tinny,1,NN
diagnosis,1,NN
chemo,1,NN
aurora,1,NNS
sniffed,1,NN
reiterate,1,NN
stroke,1,NN
versus,1,NN
wannabe,1,NN
shorting,1,VBG
plums,1,NNS
salted,1,VBN
saladitos,1,NN
pepitos,1,NN
emblem,1,NN
jello,1,NN
godfathers,1,NNS
bennett,1,NN
conrads,1,NNS
dusting,1,VBG
spartan,1,NN
morening,1,VBG
fulfilling,1,VBG
crocker,1,NN
blank,1,NN
lending,1,NN
wallace,1,NN
whiffer,1,NN
silliness,1,NN
maxx,1,NN
frown,1,NN
babysitting,1,NN
height,1,NN
salina,1,NN
dillon,1,NN
anywho,1,NN
slurp,1,NN
oatmeeal,1,NN
drags,1,NNS
psyllium,1,NN
chesterfield,1,NN
bun,1,NN
greenwood,1,NN
natarajan,1,NN
trusted,1,VBN
slip,1,NN
india,1,NN
harvard,1,NN
expo,1,NN
scobee,1,NN
max,1,NN
wring,1,VBG
seldom,1,NN
informing,1,VBG
violation,1,NN
arc,1,NN
upload,1,NN
beaverton,1,NN
flecks,1,NNS
miller,1,NN
presuming,1,VBG
wolfed,1,NN
sickening,1,VBG
humble,1,JJ
pushing,1,VBG
gnawing,1,NN
ben,1,NN
blairsville,1,NN
buchanan,1,NN
killa,1,NN
creamery,1,NN
dick,1,NN
nommy,1,NN
soylicious,1,JJ
palmer,1,NN
tulsa,1,NN
gooood,1,NN
chris,1,NN
relevantly,1,RB
discounted,1,VBN
dent,1,NN
muffintops,1,NNS
iblashaun,1,NN
utter,1,NN
puffins,1,NNS
slot,1,NN
taxes,1,NNS
income,1,NN
payment,1,NN
arbor,1,NN
merits,1,NNS
westin,1,NN
venice,1,NN
inkling,1,VBG
gourmet,1,NN
tremendous,1,JJ
grumpy,1,NN
snow,1,NN
smurfswacker,1,NN
quik,1,NN
scored,1,VBN
autumn,1,NN
evolved,1,VBN
baited,1,VBN
insure,1,NN
arrow,1,NN
reluctance,1,NN
nuttiness,1,NN
pestered,1,VBN
crawford,1,NN
unite,1,JJ
inquire,1,NN
superpowers,1,NNS
boutique,1,NN
unleashes,1,NNS
wistfully,1,RB
partakers,1,NNS
scientists,1,NNS
hardened,1,VBN
lemony,1,NN
lurch,1,NN
watcher,1,NN
saturated,1,VBN
martin,1,NN
ogrosky,1,NN
angel,1,NN
prince,1,NN
taaaaaasty,1,NN
limbs,1,NNS
branches,1,NNS
sunflower,1,NN
prior,1,RB
shading,1,VBG
chefs,1,NNS
racked,1,VBN
gettin,1,NN
holdin,1,NN
innocent,1,NN
signs,1,NNS
rubbed,1,NN
arent,1,NN
favors,1,NNS
coin,1,NN
suffered,1,VBD
lacerations,1,NNS
tone,1,NN
distance,1,NN
tasteful,1,NN
salute,1,NN
coordinate,1,NN
zachery,1,NN
reminiscence,1,NN
kixs,1,NN
riviera,1,NN
therefore,1,RB
maya,1,NN
renea,1,NN
stretch,1,NN
winston,1,NN
niece,1,NN
salem,1,NN
colecovision,1,NN
zaxxon,1,NN
befor,1,NN
musician,1,NN
carrie,1,NN
kewl,1,NN
puzzles,1,NNS
pathmark,1,NN
jigsaw,1,NN
puzzle,1,NN
solely,1,RB
personalized,1,VBN
engraved,1,VBN
urgent,1,NN
chico,1,NN
grrrrreat,1,NN
breaded,1,VBN
meats,1,NNS
tuned,1,VBN
poultry,1,NN
zucharitas,1,NNS
orginal,1,JJ
boooo,1,NN
washed,1,VBN
trippingly,1,RB
krunch,1,NN
announcing,1,VBG
approx,1,NN
bundle,1,NN
becomes,1,NNS
extremes,1,NNS
companion,1,NN
cosmos,1,NN
mateys,1,NNS
oprah,1,NN
therapy,1,NN
rollups,1,NNS
weekday,1,NN
biltmore,1,NN
milan,1,NN
ruining,1,VBG
lite,1,NN
approximated,1,VBN
skater,1,NN
pattycake,1,NN
sadden,1,NN
malto,1,NN
lowly,1,RB
leanne,1,NN
phillip,1,NN
basket,1,NN
formed,1,VBN
occupy,1,NN
chef,1,NN
bel,1,NN
derivations,1,NNS
scrapple,1,NN
judging,1,NN
renaming,1,VBG
coarse,1,NN
mandela,1,NN
conflating,1,VBG
dollop,1,NN
scanned,1,VBN
arrested,1,VBN
flecked,1,VBN
tummy,1,NN
coarsely,1,RB
wound,1,NN
sprouts,1,NNS
horribly,1,RB
soooooooooooo,1,NN
sweethearts,1,NNS
saturdays,1,NNS
savoury,1,NN
casseroles,1,NNS
concerns,1,NNS
compassion,1,NN
dreaded,1,VBN
incomplete,1,NN
heartless,1,NN
couscous,1,JJ
voluntarily,1,RB
chin,1,NN
coles,1,NNS
sydney,1,NN
dribbling,1,VBG
julia,1,NN
porridge,1,NN
pulverize,1,NN
reviewer,1,NN
pneumonia,1,NN
logged,1,VBN
sank,1,NN
rides,1,NNS
joann,1,NN
staunch,1,NN
grease,1,NN
puddle,1,NN
robust,1,NN
ovaltine,1,NN
nowaday,1,NN
greasy,1,NN
contributors,1,NNS
savored,1,VBN
scarfing,1,VBG
wes,1,NN
immediate,1,NN
borderlined,1,VBN
seeriously,1,RB
presentation,1,NN
uninteresting,1,VBG
bev,1,NN
event,1,NN
marketeers,1,NNS
differentiate,1,NN
oversweet,1,NN
suffused,1,VBN
motor,1,NN
keloggs,1,NNS
revamp,1,NN
mclaughlin,1,NN
henie,1,NN
sonja,1,NN
masked,1,NNS
oblivion,1,NN
scrutinizes,1,NNS
ocala,1,NN
candie,1,NN
grub,1,NN
napa,1,NN
jobber,1,NN
deigns,1,NNS
ruthann,1,NN
science,1,NN
lumpy,1,NN
montgomery,1,NN
simpsons,1,NNS
norwalk,1,NN
groening,1,VBG
divorce,1,NN
stater,1,NN
parodied,1,VBN
frankberry,1,NN
exploded,1,VBD
curdmungeon,1,NN
weat,1,NN
pallid,1,NN
grady,1,NN
tami,1,NN
raising,1,VBG
warehouses,1,NNS
frzr,1,NN
farts,1,NNS
nick,1,NN
utters,1,NNS
elk,1,NN
lift,1,NN
tenfold,1,NN
bootheel,1,NN
peruse,1,NN
usmcjedi,1,NN
treasured,1,VBN
marine,1,NN
sonny,1,NN
skating,1,VBG
skiing,1,NN
sucker,1,NN
crispiest,1,NN
mondelez,1,NN
typed,1,NNS
assignment,1,NN
inclined,1,JJ
messes,1,NNS
medication,1,NN
headache,1,NN
bestest,1,NN
bulimic,1,NN
recovering,1,VBG
therm,1,NN
bruce,1,NN
troubles,1,NNS
reasonably,1,RB
miami,1,NN
ams,1,NNS
reynolds,1,NNS
exceptions,1,NNS
drown,1,NN
rotates,1,NNS
robbins,1,NNS
baskin,1,NN
disease,1,NN
upcoming,1,VBG
community,1,NN
deeds,1,NNS
motto,1,NN
decidedly,1,RB
obsession,1,NN
chat,1,NN
chit,1,NN
jessie,1,NN
attempted,1,VBN
combinations,1,NNS
unsuccessfully,1,RB
redener,1,NN
queries,1,NNS
nicely,1,RB
yyuuummmmm,1,NN
unilever,1,NN
pleeeeaaaase,1,NN
devil,1,NN
mate,1,NN
curves,1,NNS
wearing,1,VBG
sweater,1,NN
sympathy,1,NN
captaincrunch,1,NN
awsome,1,NN
carefully,1,RB
breeze,1,NN
backkkkk,1,NN
amateur,1,NN
peeps,1,NNS
selected,1,VBN
rotate,1,NN
abode,1,NN
windsor,1,NN
begs,1,NN
gems,1,NNS
gregorio,1,NN
