product_id,name
1354,Holiday Fruity Pebbles Cereal
675,Holiday Lucky Charms Cereal
1046,Holiday Rice Krispies Cereal
1324,Holleb's Supreme Brownie Toasted Corn Flakes
1051,Honest Foods Granola Planks
203,Honey & Oat Blenders Cereal
1248,Honey & Oat Blenders With Almonds Cereal
1703,Honey & Peanut Nut Butter Crunch Cereal
590,Honey Almond Crisp with Real Blueberries Cereal
595,Honey Almond Crisp with Real Cranberries Cereal
1457,Honey Almond Delight Cereal
1120,Honey Almond Granola Cereal
880,Honey Almond Oatios Cereal
1165,Honey Bran Cereal
998,Honey Bumpers Cereal
1530,Honey Bunches of Oats Granola Cereal
1566,Honey Bunches of Oats Whole Grain With Vanilla Bunches Cereal
1567,Honey Bunches of Oats Whole Grain: Honey Crunch Cereal
188,Honey Bunches of Oats with Almonds Cereal
1415,Honey Bunches of Oats with Banana Bunches Cereal
524,Honey Bunches of Oats with Chocolate Clusters Cereal
523,Honey Bunches of Oats with Cinnamon Clusters Cereal
1414,Honey Bunches of Oats with real Apples and Cinnamon Bunches Cereal
189,Honey Bunches of Oats with Real Bananas Cereal
521,Honey Bunches of Oats with Real Peaches Cereal
190,Honey Bunches of Oats with Real Strawberries Cereal
522,Honey Bunches of Oats with Vanilla Clusters Cereal
1724,Honey Bunches of Oats: Apple Caramel Crunch Cereal
1612,Honey Bunches of Oats: Almond Crunch O's Cereal
1768,Honey Bunches of Oats: Frosted Cereal
1478,Honey Bunches Of Oats: Fruit Blends Cereal
1498,Honey Bunches of Oats: Greek Honey Crunch Cereal
1506,Honey Bunches of Oats: Greek Mixed Berry Cereal
1611,Honey Bunches of Oats: Honey Crunch O's Cereal
187,Honey Bunches of Oats: Honey Roasted Cereal
1646,Honey Bunches Of Oats: Pecan & Maple Brown Sugar Cereal
1413,Honey Bunches of Oats: Raisin Medley Cereal
1520,Honey Bunches Of Oats: Tropical Blends Cereal
633,Honey Bunnies Cereal
191,Honey Buzzers Cereal
1693,Honey Cinnamon Super Food Combos Cereal
1079,Honey Crisp Corn Flakes Cereal
201,Honey Crunch Corn Flakes Cereal
839,Honey Crunch'n Oats Cereal
125,Honey Dipps Cereal
664,Honey Frosted Mini-Wheats Cereal
966,Honey Gone Nuts Granola Cereal
770,Honey Graham Chex Cereal
195,Honey Graham Oh's Cereal
196,Honey Graham Squares Cereal
1420,Honey Grahams Cereal
1294,Honey Kix Cereal
1202,Honey Maid Cereal
197,Honey Nut Cheerios Cereal
1491,Honey Nut Cheerios Medley Crunch Cereal
200,Honey Nut Clusters Cereal
1078,Honey Nut Corn Flakes Cereal
1721,Honey Nut Frosted Flakes Cereal
1127,Honey Nut Granola With Almonds Cereal
1085,Honey Nut Nemo O's Cereal
864,Honey Nut O's Cereal
829,Honey Nut O's Cereal
202,Honey Nut Shredded Wheat Cereal
436,Honey Nut Toasty O's Cereal
1273,Honey Oat Clusters With Almonds Cereal
1274,Honey Oat Clusters With Raisins Cereal
776,Honey Puffed Kashi Cereal
574,Honey Puffs Cereal
1002,Honey Round-Ups Cereal
205,Honey Smacks Cereal
905,Honey Stars Cereal
1256,Honey Sunshine Cereal
507,Honey'd Corn Flakes Cereal
1139,Honey'd Raisin Bran Cereal
1424,Honey-ful Wheat Cereal
357,Honey-Toasted Sugar Puffs Cereal
1301,Horizon Cereal
1678,Hot Cocoa Cocoa Puffs Cereal
408,Hot Wheels Cereal
667,Howlin' Apple Jacks Cereal
910,Hunny Munch Cereal
625,Ice Age 2 Cereal
1510,Ice Age: Continental Drift Cereal
207,Ice Cream Cones - Vanilla Cereal
1577,Ice Cream Pebbles Cereal
1133,ImmuneWise Cereal
623,Incredibles Cereal
420,Indiana Jones Cereal
1285,I Love Double Chex Cereal
419,IceBerry Pebbles Cereal
639,Incredible Berry Crunch Cereal
1470,Indigo Morning Cereal
1234,Island Vanilla Cereal
1310,Jersey Corn Flakes Cereal
407,Jetsons Cereal
624,Jurassic Park Crunch Cereal
1044,J Squared High Country Style Granola
1094,Jack 'O' Lantern Apple Jacks Cereal
1351,Jersey Bran Flakes Cereal
1350,Jersey Rice Flakes Cereal
208,Jets Cereal
1545,Jif Cereal
1601,Jif PB&J Strawberry Cereal
1232,Jumbo Krispies Cereal
209,Juniors Cereal
1203,Just Bunches! - Caramel Cereal
1333,Just Bunches! - Cinnamon Cereal
1204,Just Bunches! - Honey Roasted Cereal
210,Just Right Cereal
634,Just Right - Fruit And Nut Cereal
1042,Just Right - Tropical Cereal
211,Kaboom Cereal
566,Kashi Pilaf Cereal
1163,Kashi U Cereal
1641,Keebler Cereal
687,Kenmei Rice Bran Cereal
212,King Vitaman Cereal
214,Kix Cereal
213,Klondike Pete's Crunchy Nuggets Cereal
494,Koala Crisp Cereal
1096,Kooky Cocoa Rice Krispies Cereal
1189,Korn-Kinks
1605,Kung Fu Panda Po Power Crunch Cereal
1327,Kaleido Rice Krispies Cereal
1179,Kamut Flakes Cereal
877,Kamut Flakes (Erewhon) Cereal
934,Kamut Krisp Cereal
491,Kamut Puffs Cereal
573,Kashi Flakes Cereal
1746,Kashi Go: Maple Brown Sugar Cereal
567,Kashi Nuggets Cereal
572,Kashi Puffs Cereal
1141,Keebler Cookie Crunch Cereal Cereal
1342,Keepers! Cereal
1064,Klein's Naturals Granolas
1172,Korn-Krisp
693,K-O's Cereal
1468,Krave - Chocolate Cereal
1748,Krave - Cinnamon Crunch Cereal
1469,Krave - Double Chocolate Cereal
1540,Krave - S'mores Cereal
1749,Krave - Strawberry Crunch Cereal
893,Kreepy Rice Krispies Cereal
635,Krumbled Bran Cereal
216,Krumbles Cereal
217,Krusty-O's
1142,Kung Fu Panda Crunchers Cereal
1089,Leapin' Lemurs Cereal
1627,Life - Pumpkin Spice Cereal
1617,Life - Vanilla Cereal
1663,Love Crunch: Dark Chocolate & Peanut Butter Cereal
1658,Love Crunch: Dark Chocolate & Red Berries Cereal
1657,Love Crunch: Dark Chocolate Macaroon Cereal
1733,Lucio Oh's Cereal
222,Lucky Charms Cereal
1666,Lucky Charms Frosted Flakes Cereal
716,La Lechera Flakes Cereal
648,Life - Baked Apple Cereal
644,Life - Chocolate Cereal
645,Life - Chocolate Oat Crunch Cereal
641,Life - Cinnamon Cereal
194,Life - Honey Graham Cereal
1106,Life - Maple & Brown Sugar Cereal
646,Life - Mulitgrains Cereal
1707,Life - Strawberry Cereal
647,Life - Superman Returns Cereal
642,Life - Vanilla Yogurt Cereal
643,Life - Vanilla Yogurt Crunch Cereal
1476,Life Crunchtime - Apple Cinnamon Cereal
1475,Life Crunchtime - Strawberry Cereal
1188,LifeStream 8 Grain Flakes Cereal
1409,Lightly Frosted Shredded Wheat Cereal
715,Lilo & Stitch Cereal
706,Little Einsteins Cereal
650,Live Active - Mixed Berry Crunch Cereal
651,Live Active - Nut Harvest Crunch Cereal
1762,Llama Loops Cereal
1099,Looney Tunes Back in Action Cereal
1075,Love (Peter Max) Swiss Mixed Cereal
1776,Love Crunch: Espresso Vanilla Cream Cereal
221,Low Fat Granola Cereal Cereal
1129,Low Fat Granola With Raisins Cereal
605,Low Fat Granola With Raisins Cereal
606,Low Fat Granola Without Raisins Cereal
1015,Low Fat Granola: Date Almond Flavor Cereal
1009,Low Fat Granola: Raisin Cinnamon Cereal
1272,Low-Fat Crunchy Muesli Cereal
1606,Madagascar S'Mores Jungle Party Cereal
904,Magic Max's Cocoa Magic Crunch Cereal
1105,Malta-Vita
1726,Maple Bacon Donuts Cereal
1629,Marshmallow Fruity Pebbles Cereal
234,Maypo
1750,Mermaid Cereal
233,Mickey's Magix Cereal
534,Millenios Cereal
1579,Mini Trix Cereal
1582,Minions Cereal
1664,Mixed Berry Shredded Wheat Cereal
1638,Moana Cereal
1652,Mocha Crunch Cereal
240,Monopoly Cereal
1215,Monster Pops Cereal
1507,Monsters University Cereal
1509,"Monsters, Inc. Cereal"
241,Moonstones Cereal
244,Mr. T Cereal
247,Mud & Bugs Cereal
672,Mystery Crunch (Cap'n Crunch) Cereal
903,Magic Max's Fruity Magic Cereal
902,Magic Max's Honey Magic Loops Cereal
223,Magic Puffs Cereal
224,Magic Stars
1416,Mallow-Oats Cereal
1174,Malt Breakfast Food
226,Malted Shreddies Cereal
1368,Malt-O-Meal Cereal
959,Mango Passion Low Fat Crisp Cereal
1399,Mango Peach Passion Cereal
1140,Manna Millet Rice Flakes Cereal
227,Maple & Brown Sugar Mini Spooners Cereal
865,Maple Brown Sugar Granola Cereal
1181,Maple Buckwheat Flakes Cereal
1710,Maple Cheerios Cereal
228,Maple Crunch Shreddies Cereal
1431,Maple Frosted Wheaties Cereal
812,Maple Honey Nut Square-Ems Cereal
1239,Maple Nut Medley Cereal
1130,Maple Pecan Crisp Cereal
957,Maple Pecan Crisp (Peace) Cereal
845,Maple Pecan Crunch Cereal
1128,Maple Pecan Granola With Maple Syrup Cereal
947,Maple Raisin Low Fat Crisp Cereal
653,Mapl-Flake
1389,Mapl-Flake (Ralston) Cereal
229,Marshmallow Alpha-Bits Cereal
1355,Marshmallow Blasted Froot Loops Cereal
528,Marshmallow Fruit Loops Cereal
231,Marshmallow Krispies Cereal
552,Marshmallow Mania Pebbles Cereal
230,Marshmallow Mateys Cereal
1379,Marshmallow Pebbles Cereal
911,Marshmallow Safari Cereal
1751,Mega Stuf Oreo O's Cereal
504,Mesa Sunrise Cereal
1053,Mestemacher Muesli
654,Mickey Mouse Clubhouse Berry Crunch Cereal
1334,Mickey Mouse Magic Crunch Cereal
235,Mighty Bites Cereal
854,Mighty Mouse
1443,Miller's Corn Flakes
487,Millet Puffs Cereal
505,Millet Rice Oatbran Flakes Cereal
1511,Mini Cinnamon Churros Cereal
237,Mini Swirlz - Cinnamon Bun Cereal
236,Mini Swirlz - Fudge Ripple Cereal
655,Mini Swirlz - Peanut Butter Cereal
697,Mini Swirlz - Peanut Butter Blast Cereal
1488,Mini Wheats Crunch Cereal
1591,Mini Wheats Harvest Delights Cereal
1345,Minibix Chocolate Crisp Cereal
1346,Minibix Honey & Nut Cereal
238,Mini-Wheats Cereal
661,Mini-Wheats: 5 Grains Cereal
932,Mini-Wheats: Apple Cinnamon Cereal
659,Mini-Wheats: Blackcurrant Cereal
931,Mini-Wheats: Blueberry Cereal
658,Mini-Wheats: Brown Sugar Frosted Cereal
660,Mini-Wheats: Golden Honey Cereal
657,Mini-Wheats: Maple Cereal
709,Mini-Wheats: Raisin Cereal
933,Mini-Wheats: Strawberry Cereal
545,Mini-Wheats: Unfrosted Cereal
656,Mini-Wheats: Vanilla Cereal
239,Mister Muscle Cereal
1419,Mom's Best Honey Nut Toasty O's Cereal
1534,Morning Energy - Chocolatey Almond Crunch Cereal
1533,Morning Energy - Cinnamon Crunch Cereal
242,Morning Funnies Cereal
1528,Morning Oat Crunch - Cinnamon Cereal
1529,Morning Oat Crunch - Mini Blueberry Burst Cereal
1526,Morning Oat Crunch - Original Cereal
1527,Morning Oat Crunch - Vanilla Almond Cereal
935,Morning Start: Blueberry Bounty Cereal
937,Morning Start: Crunchy Almond Crisp Cereal
936,Morning Start: Triple Berry Cereal
243,Most Cereal
1001,Mother's Oats & Honey Granola Cereal
1117,Mountain Madness Granola: Apple Cinnamon Cereal
1035,Mountain Madness Granola: Blueberry Maple Cereal
1034,Mountain Madness Granola: Cranberry Zest Cereal
1032,Mountain Madness Granola: Mango Almond Cereal
1033,Mountain Madness Granola: Original Blend Cereal
1118,Mountain Madness Granola: Pomegranate Blueberry Cereal
1031,Mountain Madness Granola: Protein Power Cereal
577,Mountain Medley Granola Cereal
711,Mr. Waffles Cereal
710,Mr. Waffles - Banana Cereal
245,Mr. Wonderfull's Surprize - Chocolate Cereal
246,Mr. Wonderfull's Surprize - Vanilla Cereal
983,Muesli Plus Cereal
248,Mueslix Cereal
249,Muffets Shredded Wheat Cereal
858,Multi Grain Squares Cereal
250,Multi-Bran Chex Cereal
251,Multi-Grain Cheerios Cereal
1182,Multigrain Flakes Cereal
1010,Multigrain Flakes With Oatbran & Raisins Cereal
1682,Multigrain Flakes: Cranberry Apple Cereal
1681,Multigrain Flakes: Honey Vanilla Cereal
1121,MultiGrain Harvest Cereal
501,Multigrain Oatbran Cereal
1148,Mystery Volcano Crunch Cereal
1371,Natural Raisin Bran Cereal
1597,Nature Valley: Baked Oat Bites Cereal
1630,Nature Valley: Chocolate Oat Bites Cereal
698,Neopets Islandberry Crunch Cereal
252,Nerds Cereal
253,Nestle NesQuik Cereal
1393,Neutron Berries Cereal
1690,Nilla Banana Pudding Cereal
717,Nut & Honey Crunch Cereal
1312,NASCAR Speedway Crunch Cereal
1372,Natural Bran Flakes Cereal
1037,Natural Granola Cereal
1266,Natural Granola: Lowfat With Raisins Cereal
1268,Natural Granola: Oats & Honey Cereal
1267,"Natural Granola: Oats, Honey & Raisins Cereal"
1185,Nature O's Cereal
1600,Nature Valley Chocolate Oat Clusters Cereal
584,Nature Valley Cinnamon Cereal
585,Nature Valley Granola Cereal
583,Nature Valley Oats 'N Honey Cereal
1011,Nature Valley Organic Vanilla Nut Cereal
1598,Nature Valley: Honey Oat Clusters Cereal
1304,New Kids On The Block Cereal
1071,Newman's Own Cereals
923,Norman Cereal
718,Nut & Honey Crunch Biscuits Cereal
1287,Nut & Honey Crunch O's Cereal
1437,Nut Cluster Crunch: Honey Almond Cereal
1438,Nut Cluster Crunch: Maple Nut Cereal
1358,NutraLoops
1430,Nutrific Cereal
723,Nutri-Grain Cereal
1671,Nutter Butter Cereal
988,Nutty Flax Cereal
989,Nutty Rice Cereal
256,Oatbake Cereal
264,OJ's Cereal
263,OKs Cereal
676,Olympic Lucky Charms Cereal
1220,Optimum - Blueberry Cinnamon Cereal
1621,Orange Creampop Crunch Cereal
1624,Orbits Cereal
270,Oreo O's Cereal
1243,Organic Wild Puffs - Fruit Medley Cereal
1244,Organic Wild Puffs - Honey Puffs Cereal
1701,Our Strawberry Blonde Cereal
1068,Oat & Soy Crisp Cereal
707,Oat Bran Cereal
1183,Oat Bran Flakes Cereal
797,Oat Bran O's Cereal
1340,Oat Chex Cereal
433,Oat Cluster Cheerios Crunch Cereal
259,Oat Flakes (Post) Cereal
719,Oat Flakes (Quaker) Cereal
1373,Oat Squares Cereal
260,Oatibix Cereal
722,Oatibix Bitesize Cereal
878,Oatios Cereal
725,Oatmeal Crisp: Almond Cereal
726,Oatmeal Crisp: Crunchy Almond Cereal
728,Oatmeal Crisp: Hearty Raisin Cereal
257,Oatmeal Crisp: Maple Brown Sugar Cereal
727,Oatmeal Crisp: Raisin Cereal
1292,Oatmeal Raisin Crisp Cereal
708,Oatmeal Squares - Brown Sugar Cereal
688,Oatmeal Squares - Cinnamon Cereal
1388,Oatmeal Squares - Golden Maple Cereal
1472,Oatmeal Squares - Honey Nut Cereal
1423,Oats & Honey Blend Cereal
860,Oats & Honey Granola Cereal
485,Oaty Bites Cereal
1038,Old Country Style Muesli Cereal
1262,Omega-3 Harmony Cereal
674,Oops! All Berries (Cap'n Crunch) Cereal
1311,Opal Toasted Corn Flakes
1400,Optimum - Banana Almond Cereal
1401,Optimum - Cranberry Ginger Cereal
480,Optimum Power Breakfast Cereal
484,Optimum Rebound Cereal
481,Optimum Slim Cereal
482,Optimum Zen Cereal
267,Optivita Cereal
269,Orange Blossom Cereal
493,Orangutan-O's Cereal
570,Orchard Spice Granola Cereal
803,Organic Amaranth Flakes Cereal
801,Organic Golden Flax Cereal
963,Organic Granola: Cinnamon Raisin Cereal
960,Organic Granola: Vermont Maple Cereal
800,Organic Healthy Fiber Cereal
783,Organic Kamut & Cranberries Cereal
799,Organic Oat Bran Flakes Cereal
798,Organic Oat Bran Flakes with Raisins Cereal
787,Organic Oat Flakes Cereal
796,Organic Raisin Bran Flakes Cereal
827,Organic Weetabix Crispy Flakes Cereal
1017,Organic Weetabix Crispy Flakes & Fiber Cereal
838,Organic Weetabix Whole Grain Biscuit Cereal
828,Organic Wheetabix Crispy Flakes & Fiber Cereal
822,Organic Wild Puffs Cereal
825,Organic Wild Puffs - Caramel Cereal
824,Organic Wild Puffs - Cocoa Cereal
1245,Organic Wild Puffs - Cocoa Graham Cereal
1246,Organic Wild Puffs - Crunchy Cocoa Cereal
823,Organic Wild Puffs - Fruity Punch Cereal
1055,Orgran Lite & Crunchy Muesli
1684,Peach Cheerios Cereal
1685,Peanut Butter & Cocoa Pebbles Cereal
1216,Peanut Butter & Jelly Granola Cereal
276,Peanut Butter Toast Crunch Cereal
1440,Pebbles Boulders Cereal
1730,Peeps Cereal
277,Pep Cereal
1173,Pettijohn's Breakfast Food
278,Pink Panther Flakes Cereal
1109,Polar Crunch (Cap'n Crunch) Cereal
705,Polar Express Cereal
916,Popeye Puffed Wheat Cereal
281,Pop-Tarts Crunch Cereal
282,Powdered Donutz Cereal
1626,Power Play Cereal
551,Powerpuff Girls Cereal
283,Prince of Thieves Cereal
743,Princess Fairytale Flakes Cereal
1154,Pro Grain Cereal
1568,Protein Granola & Flakes Cereal
1019,Protein Plus Cereal
286,Puffa Puffa Rice Cereal
817,Puffins Cereal
1589,Puffins - Pumpkin Cereal
1625,Pumpkin Spice Cheerios Cereal
1705,Pumpkin Spice Frosted Flakes Cereal
922,Puppets Caramel Flavored Wheat Puffs Cereal
859,Purely O's Cereal
1074,Para Su Familia Cinnamon Stars Cereal
735,Para Su Familia Raisin Bran Cereal
1045,Partners Gourmet Granolas
738,PB & J Cereal
1265,Peach Mango Cereal
463,Peak Protein Granola Cereal
997,Peanut Butter Bumpers Cereal
1467,Peanut Butter Cheerios Cereal
1740,Peanut Butter Chex Cereal
273,Peanut Butter Crunch (Cap'n Crunch) Cereal
478,Peanut Butter Granola Cereal
495,Peanut Butter Panda Puffs Cereal
1481,Pebbles Boulders: Chocolate Peanut Butter Cereal
1090,Penguin Puffs Cereal
1609,Penguins: Operation Chocolate Mix Cereal
985,Perky O's: Apple Cinnamon Cereal
986,Perky O's: Frosted Cereal
987,Perky O's: Original Cereal
1170,Pillsbury's Best
279,Pirates of the Caribbean Cereal
703,Pirates of the Caribbean: Dead Man's Chest Cereal
280,Pokemon Cereal
479,Pomegran Plus Granola Cereal
1452,Popeye Cocoa Blasts Cereal
1453,Popeye Sweet Crunch Cereal
1539,Poppin' Pebbles Cereal
739,Pops Cereal
449,Pops: Chocolate Peanut Butter Cereal
1731,Pop-Tarts Cereal
740,Post Toasties Cereal
372,Post Toasties Corn Flakes Cereal
742,Princess Cereal
1084,Princess Gems Cereal
285,Pro Stars Cereal
284,Product 19 Cereal
788,Puffed Corn Cereal
1298,Puffed Corn Flakes Cereal
782,Puffed Kamut Cereal
775,Puffed Kashi Cereal
790,Puffed Millet Cereal
789,Puffed Rice (Arrowhead Mills) Cereal
695,Puffed Rice (Kellogg's) Cereal
288,Puffed Rice (Malt-O-Meal) Cereal
1381,Puffed Rice (Post) Cereal
290,Puffed Rice (Quaker) Cereal
744,Puffed Rice Sparkies Cereal
781,Puffed Wheat (Arrowhead Mills) Cereal
694,Puffed Wheat (Kellogg's) Cereal
289,Puffed Wheat (Malt-O-Meal) Cereal
291,Puffed Wheat (Quaker) Cereal
745,Puffed Wheat Sparkies Cereal
819,Puffins - Cinnamon Cereal
818,Puffins - Honey Rice Cereal
1410,Puffins - Multigrain Cereal
820,Puffins - Peanut Butter Cereal
473,Pumpkin Flax Plus Granola Cereal
292,Punch Crunch (Cap'n Crunch) Cereal
1712,Purple Acai Cereal
1717,Purple Bam! Cereal
1651,Qi'a Superflakes Cereal
294,Quake Cereal
1195,Quaker Crackels Cereal
747,Quarterback Crunch Cereal
300,Quisp Cereal
1427,Quaker Corn Puffs Cereal
1080,Quaker Honey Grahams Cereal
793,Quaker Wheat Berries Cereal
746,Quakies Cereal
1091,Racing Apple Jacks Cereal
301,Rainbow Brite Cereal
1159,Rainforest Crisp
1367,Raisin Bran Chex Cereal
1636,Raisin Bran Crunch: Apple Strawberry Cereal
1590,Raisin Bran With Cranberries Cereal
686,Raisins Rice & Rye Cereal
921,Ranger Joe Wheat Honnies Cereal
1743,"Red, White & Blue Crunch Cereal"
748,Reese's Peanut Butter Puffs Cereal
1650,Reese's Puffs Bunnies Cereal
1153,Rice Cream Flakes Cereal
315,Rice Krispies Cereal
1578,Ridg'ems Corn Flakes Cereal
317,Rocky Road Cereal
617,Rugrats In Paris Cereal
1396,Race Car Crunch Cereal
1160,Rainforest Flakes
1158,Rainforest Granola
866,Raisin Bran (Cascadian Farms) Cereal
876,Raisin Bran (Erewhon) Cereal
302,Raisin Bran (Kellogg's) Cereal
435,Raisin Bran (Malt-O-Meal) Cereal
1422,Raisin Bran (Mom's Best) Cereal
303,Raisin Bran (Post) Cereal
884,Raisin Bran (Skinner's) Cereal
304,Raisin Bran Crunch Cereal
1745,Raisin Bran Crunch: Vanilla Almond Cereal
1224,Raisin Bran Extra! Cereal
1505,Raisin Bran Omega-3 Cereal
805,Raisin Cinnamon Granola Cereal
1302,Raisin Grape-Nuts Cereal
649,Raisin Life Cereal
305,Raisin Nut Bran Cereal
409,Raisin Oat Bran Cereal
306,Raisin Squares Cereal
1541,Raisin Vineyard Cereal
307,Raisin Wheats Cereal
679,Rally Cereal
750,Ralston Wheat Cereal
920,Ranger Joe Rice Honnies Cereal
955,Raspberry Ginger Low Fat Crisp Cereal
474,Raspberry Heritage Granola Cereal
1135,Raspberry Rhapsody Cereal
615,Razzle Dazzle Rice Krispies Cereal
1558,Real Medleys: Cherry Almond Pecan Cereal
1559,Real Medleys: Peach Apple Walnut Cereal
795,Real Oat Bran Almond Crunch Cereal
309,Reese's Puffs Cereal
1709,Reese's Puffs Bats Cereal
1759,Reese's Puffs Big Puffs Cereal
1736,Reese's Puffs Hearts Cereal
618,Reptar Crunch Cereal
310,Rice Bubbles Cereal
311,Rice Chex Cereal
913,Rice Crisps Cereal
794,Rice Crunch-Ems! Cereal
588,Rice Crunchins Cereal
897,Rice Flakes Cereal
312,Rice Honeys Cereal
314,Rice Krinkles Cereal
1463,Rice Krispies - Gluten Free Cereal
1614,Rice Krispies Multi-Grain Shapes Cereal
316,Rice Krispies Treats Cereal
613,Rice Krispies With Real Strawberries Cereal
486,Rice Puffs Cereal
875,Rice Twice Cereal
901,Richard Petty 43's Cereal
313,Ricicles Cereal
1338,Ripple Crisp Cereal
1101,Rippled Wheat Breakfast Food
749,Robots Cereal
1500,Rocky Mountain Chocolate Factory Cereal
1152,Rugrats Go Wild Berries Cereal
1205,Ruskets Flakes
367,S.W. Graham Cereal
751,Shredded Krumbles Cereal
320,Shredded Wheat (Nabisco) Cereal
324,Shreddies (Nabisco) Cereal
1607,Shrek Ogre O's Cereal
327,Sir Grapefellow Cereal
1665,Size 8 Cereal
1660,S'mores Bites Shredded Wheat Cereal
332,S'mores Grahams Cereal
333,Smorz Cereal
334,Smurf Berry Crunch Cereal
1439,Smurfs Cereal
1382,Soccer Crunch Cereal
701,Spider-Man (Ralston) Cereal
342,SpongeBob SquarePants Cereal
343,Sprinkle Spangles Cereal
1581,Sprouted Grains Cereal
1293,Star Trek Cereal
1576,Star Wars Cereal
345,Star Wars Episode II Cereal
1618,Strawberry Cheerios Cereal
1206,Strawberry Honeycomb Cereal
1585,Strawberry Krispies Cereal
348,Strawberry Shortcake Cereal
350,Sugar Coated Corn Flakes Cereal
1532,Sugar Cookie Pebbles Cereal
1553,Sugar Cookie Toast Crunch Cereal
1240,Summer Berry Blend Cereal
1111,Summer Berry Granola Cereal
1620,Sun Crunchers Cereal
1277,Sunrise Cereal
1669,Super Mario Cereal
1595,Superman Caramel Crunch Cereal
1168,Suprize Cereal
1584,Sweet Potato Sunshine Cereal
368,Sweet Wheats! Cereal
1212,Sanitarium Corn Flakes
1359,Sanitarium Fig & Bran Flakes Cereal
1103,Sanitas Toasted Corn Flakes Cereal
1021,Save The Forest Organic Granola: Absolutely Nuts Cereal
1022,Save The Forest Organic Granola: Cravin' Cranberry Cereal
1020,Save The Forest Organic Granola: Going Bananas Cereal
1023,Save The Forest Organic Granola: Raspberry Razzmatazz Cereal
326,Scooby-Doo Cereal
1250,Scooters Cereal
1149,Sea Creature Berries Cereal
1499,Sesame Street Cereal
724,Seven In The Morning Cereal
318,Ship Shake Cap'n Crunch Liquid Cereal
826,Shredded Oats Cereal
836,Shredded Oats - Cinnamon Crunch Cereal
837,Shredded Oats - Vanilla Almond Cereal
319,Shredded Ralston Cereal
830,Shredded Spoonfuls Cereal
1186,Shredded Wheat (Arrowhead Mills) Cereal
821,Shredded Wheat (Barbara's Bakery) Cereal
321,Shredded Wheat (Kellogg's) Cereal
322,Shredded Wheat (Post) Cereal
1575,Shredded Wheat Crunch Cereal
752,Shredded Wheat Juniors Cereal
696,Shredded Wheat Miniatures Cereal
1161,Shredded Wheat 'N Bran (Nabisco) Cereal
741,Shredded Wheat 'N Bran (Post) Cereal
1005,Shredded Wheat With Real Strawberries Cereal
887,Shreddies (Nestle) Cereal
323,Shreddies (Post) Cereal
702,Shrek Cereal
704,Shrek 2 Mud & Worms Cereal
325,Shrek's (Not Donkey's) Cereal
1376,Simply Cinnamon Corn Flakes Cereal
1018,Simply Fiber Cereal
1247,Simply Fiber - Cinnamon Cereal
1679,Simply Granola - Vanilla & Pecan Cereal
1474,Simply Maize Cereal
816,Slender Cereal
753,Slimer And The Real Ghostbusters Cereal
328,Smacks Cereal
329,Smart Bran Cereal
609,Smart Start: Cinnamon Raisin Cereal
608,Smart Start: Maple Brown Sugar Cereal
330,Smart Start: Original Antioxidants Cereal
603,Smart Start: Soy Protein Cereal
1200,Smart Start: Strawberry Oat Bites Cereal
610,Smart Start: Toasted Oat Cereal
669,Smashed Berries (Cap'n Crunch) Cereal
331,S'mores Crunch Cereal
335,Smurf Magic Berries Cereal
1571,Snackimals - Chocolate Crisp Cereal
1573,Snackimals - Cinnamon Crunch Cereal
1718,Sour Patch Kids Cereal
944,South Beach Diet: Toasted Wheats Cereal
943,South Beach Diet: Whole Grain Crunch Cereal
941,South Beach Living: Strawberry Harvest Crunch Cereal
942,South Beach Living: Vanilla Almond Crunch Cereal
602,Soy Plus Granola Cereal
336,Special K Cereal
1587,Special K Apple Cinnamon Crunch Cereal
1766,Special K Banana Cereal
1222,Special K Blueberry Cereal
1656,Special K Blueberry With Lemon Clusters Cereal
1551,Special K Chocolate Almond Cereal
563,Special K Chocolatey Delight Cereal
1496,Special K Chocolatey Strawberry Cereal
564,Special K Cinnamon Pecan Cereal
337,Special K Fruit & Yogurt Cereal
1563,Special K Gluten Free Cereal
1330,Special K Granola Cereal
562,Special K Low Carb Cereal
1525,Special K Multi Grain Cereal
1407,Special K Multigrain Oats & Honey Cereal
1592,Special K Nourish Cereal
1713,Special K Probiotics Cereal
1613,Special K Protein Cereal
561,Special K Protein Plus Cereal
1628,Special K Pumpkin Spice Crunch Cereal
1773,Special K Raspberry Cereal
338,Special K Red Berries Cereal
339,Special K Vanilla Almond Cereal
1184,Spelt & Cranberries Cereal
502,Spelt Flakes Cereal
1050,Spelt Flakes Cereal
340,Spider-Man (Kellogg's) Cereal
699,Spider-Man 2 Cereal
700,Spider-Man 3 Cereal
1549,SpongeBob Squarepants Fruity Splash Cereal
1352,Spooky Froot Loops Cereal
1097,Spooky Marshmallow Froot Loops Cereal
341,Spoon Size Shredded Wheat Cereal
406,Spoon Size Shredded Wheat Plus Cereal
1544,Sprinkled Donut Crunch Cereal
344,Star Wars Episode III Cereal
57,Stars (Caramel) Cereal
346,Start Cereal
1339,Startoons Cereal
347,Strawberry Blasted Honey-comb Cereal
1008,Strawberry Chex Cereal
1249,Strawberry Cream Mini Spooners Cereal
1456,Strawberry Crisp Cereal
569,Strawberry Fields Cereal
1145,Strawberry Kombos Cereal
1729,Strawberry Shortcake Crunch Cereal
691,Strawberry Squares Cereal
349,Sugar Chex Cereal
